ground_truth,Compute throughput,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate,slowdown
2112,0.01,9.61,0.06,5.1,100.0,0.0,99.15,0.0303030303030303
1856,0.01,9.5,0.06,6.08,100.0,0.0,99.17,0.0
16672,14.96,65.99,65.99,81.71,100.0,0.0,50.2,0.2994841650671785
230048,77.22,73.85,9.39,12.44,12.5,3.08,87.12,-0.0131076356797657
192032,85.49,35.05,6.29,12.5,12.5,0.0,62.42,0.0
6625,17.13,40.44,40.44,83.97,100.0,0.0,19.6,0.0
23039,8.13,31.44,31.44,35.43,56.25,7.38,13.38,0.0
1600,0.01,9.27,0.06,7.08,100.0,0.0,99.1,0.0
2752,5.45,18.17,15.8,42.82,100.0,0.0,61.36,0.0
23713,64.87,38.91,38.91,83.19,100.0,0.0,58.67,0.6947967058454977
148128,84.33,58.79,40.36,12.24,12.5,0.04,25.53,0.2955127611640898
218912,64.31,51.19,26.2,12.45,12.5,0.73,92.98,0.0
150049,14.16,89.16,89.16,85.84,100.0,0.0,47.84,0.0
197536,9.73,91.07,91.07,88.04,100.0,0.0,35.59,0.0
197312,13.55,90.82,90.82,50.64,56.25,0.0,35.47,0.0
1632,0.01,11.15,0.03,5.7,100.0,0.0,99.56,0.0
158176,81.7,48.81,48.81,84.94,100.0,15.61,69.45,0.0
181760,67.47,61.12,61.12,86.19,100.0,11.11,50.51,0.0
147648,84.61,59.02,40.52,12.24,12.5,0.0,19.44,0.0
177312,76.08,85.93,33.45,23.39,25.0,0.0,69.71,0.0
23488,63.74,37.45,37.45,81.71,100.0,0.0,52.33,0.0
25280,64.82,38.29,38.29,80.64,100.0,0.0,53.62,0.0
82913,52.87,55.33,43.48,82.58,100.0,0.0,72.17,0.0
665697,78.52,75.32,9.14,12.49,12.5,7.25,87.25,0.0
599680,83.05,34.35,5.8,12.47,12.5,5.5,68.06,0.0
43904,12.06,50.19,50.19,51.06,56.25,7.18,10.01,0.0
1664,0.04,9.45,0.12,5.92,100.0,0.0,98.49,0.0
5184,8.79,31.45,31.45,72.03,100.0,0.0,54.27,0.0
27616,53.41,67.08,61.57,91.53,100.0,79.76,45.64,0.2703746620316725
45760,9.31,35.0,35.0,49.98,100.0,0.09,10.55,0.0111888111888111
20832,10.97,76.09,76.09,85.31,100.0,29.4,39.0,0.1213517665130568
1696,0.01,9.48,0.06,5.95,100.0,0.0,99.13,0.2830188679245283
1696,0.01,9.55,0.06,6.16,100.0,0.0,99.03,0.0943396226415094
16928,15.27,67.64,67.64,81.96,100.0,0.0,49.74,0.166351606805293
775872,86.11,67.33,7.73,12.45,12.5,11.54,89.48,-0.0911281050446304
780481,85.36,35.58,6.26,12.48,12.5,7.08,72.06,0.0
21824,8.13,31.42,31.42,33.98,56.25,7.42,11.58,0.0
1472,0.01,9.59,0.06,5.78,100.0,0.0,99.03,0.0
6016,9.59,35.31,35.31,68.85,100.0,0.0,53.89,0.0
96928,9.86,89.02,89.02,86.76,100.0,0.0,38.72,0.2941412499682555
99872,9.89,89.11,89.11,87.47,100.0,0.0,37.31,0.0438961871195129
99520,9.92,89.39,89.39,87.2,100.0,0.0,37.24,0.0549839228295819
68416,11.81,83.74,83.74,83.29,100.0,0.0,52.55,0.0266604303086997
67776,11.59,82.44,82.44,82.97,100.0,0.0,51.7,0.0
68864,11.54,81.92,81.92,83.39,100.0,0.0,52.5,0.0
69184,11.81,84.33,84.33,83.6,100.0,0.0,53.25,0.0
101088,9.88,89.2,89.2,87.84,100.0,0.0,36.56,0.0
99040,10.0,89.36,89.36,86.22,100.0,24.39,35.3,0.0
66912,11.6,82.53,82.53,84.88,100.0,0.0,52.97,0.0
100416,10.0,89.34,89.34,87.01,100.0,24.41,35.58,0.0
832929,80.81,63.5,30.52,12.45,12.5,10.36,61.46,0.0
780256,85.35,35.58,6.91,12.47,12.5,7.08,68.25,0.0
51328,11.94,59.26,59.26,51.9,56.25,5.51,7.67,0.0
2048,0.05,9.57,0.15,5.98,100.0,0.0,98.07,0.0
6368,9.65,35.55,35.55,71.59,100.0,0.0,53.56,0.0
28864,51.22,64.13,58.93,88.7,100.0,79.65,41.29,0.2067807336897943
45152,9.47,35.4,35.4,50.29,100.0,0.09,10.4,0.0269312544294826
20768,10.73,74.09,74.09,84.07,100.0,29.34,38.01,0.0585516178736517
1920,0.01,9.19,0.06,7.72,100.0,0.0,99.02,0.1166666666666667
1760,0.02,9.98,0.07,6.13,100.0,0.0,99.0,0.2181818181818182
17920,14.78,65.6,65.6,81.06,100.0,0.0,50.3,0.2536272321428572
230400,77.06,73.73,9.51,12.44,12.5,2.59,87.33,-0.0072254402406135
192032,85.34,34.97,6.28,12.47,12.5,0.0,64.64,0.0
6784,17.14,40.49,40.49,86.94,100.0,0.0,18.33,0.0
22529,7.96,30.74,30.74,35.93,56.25,7.4,13.28,0.0
1567,0.02,9.67,0.06,5.41,100.0,0.0,99.15,0.0
2720,5.39,17.97,15.58,38.18,100.0,0.0,60.76,0.0
23744,65.21,38.71,38.71,81.9,100.0,0.0,55.33,0.964498510427011
147808,84.57,58.96,40.47,12.22,12.5,0.0,23.83,0.3965249879735661
219232,64.58,51.41,26.31,12.44,12.5,1.12,93.0,0.0
151200,14.16,89.11,89.11,85.71,100.0,0.0,47.61,0.0
197696,9.78,91.58,91.58,87.62,100.0,0.0,35.72,0.0
196800,13.53,90.67,90.67,50.73,56.25,0.0,35.29,0.0
1632,0.01,10.82,0.03,5.77,100.0,0.0,99.51,0.0
157376,81.51,48.64,48.64,84.98,100.0,15.6,69.51,0.0
181728,67.54,61.26,61.26,86.23,100.0,11.11,50.54,0.0
147904,84.6,59.0,40.51,12.3,12.5,0.0,18.21,0.0
176960,76.05,85.91,33.44,23.38,25.0,0.0,69.72,0.0
24192,64.65,38.42,38.42,81.35,100.0,0.0,52.09,0.0
24800,64.7,38.41,38.41,81.03,100.0,0.0,54.78,0.0
84896,50.3,53.74,41.38,81.8,100.0,0.0,71.04,0.0
666113,78.51,75.31,9.26,12.42,12.5,5.01,83.57,0.0
598528,83.05,34.35,5.8,12.47,12.5,5.5,70.27,0.0
43936,11.95,49.61,49.61,51.95,56.25,7.22,10.49,0.0
1696,0.04,9.56,0.12,6.16,100.0,0.0,98.51,0.0
5184,8.62,30.85,30.85,66.35,100.0,0.0,53.46,0.0
27424,52.88,66.17,61.61,90.07,100.0,79.88,40.62,0.367561260210035
46720,9.53,35.62,35.62,49.97,100.0,0.09,11.06,0.0465753424657534
20864,10.8,75.03,75.03,82.61,100.0,29.46,37.88,0.1763803680981595
1984,0.01,9.44,0.06,6.52,100.0,0.0,99.04,0.5483870967741935
1888,0.01,9.6,0.06,7.16,100.0,0.0,99.08,-0.0169491525423728
17024,14.5,64.25,64.25,81.36,100.0,0.0,49.57,0.1748707706766917
775072,86.06,67.28,7.72,12.47,12.5,11.53,88.22,-0.1230203347536076
780513,85.28,35.55,6.24,12.48,12.5,7.08,71.12,0.0
22240,8.03,31.1,31.1,34.53,56.25,7.4,11.41,0.0
1568,0.01,9.34,0.06,5.99,100.0,0.0,99.1,0.0
6048,9.53,35.11,35.11,68.42,100.0,0.0,52.79,0.0
96672,9.93,89.54,89.54,87.1,100.0,0.0,38.15,0.1735925444962188
100032,9.94,89.42,89.42,85.29,100.0,0.0,37.45,0.0499040307101727
100736,10.07,90.64,90.64,87.63,100.0,0.0,37.02,0.0505082592121982
67264,11.59,82.59,82.59,83.87,100.0,0.0,52.94,0.0356803044719315
68960,11.75,83.61,83.61,82.49,100.0,0.0,52.49,0.0
67680,11.62,82.73,82.73,83.07,100.0,0.0,52.69,0.0
69056,11.69,83.24,83.24,85.44,100.0,0.0,53.1,0.0
100800,9.9,89.29,89.29,86.91,100.0,0.0,36.71,0.0
98976,10.03,89.63,89.63,87.47,100.0,23.44,35.09,0.0
68768,11.67,82.94,82.94,81.76,100.0,0.0,52.57,0.0
100256,10.06,89.85,89.85,87.2,100.0,24.45,35.76,0.0
832449,80.46,63.22,30.27,12.49,12.5,10.74,61.37,0.0
780640,85.37,35.59,6.98,12.44,12.5,7.08,70.06,0.0
51872,11.85,59.08,59.08,51.08,56.25,5.52,7.13,0.0
1728,0.05,9.77,0.15,7.06,100.0,0.0,98.31,0.0
6496,9.68,35.68,35.68,69.09,100.0,0.0,52.82,0.0
28128,51.92,64.98,60.1,86.66,100.0,79.55,39.73,0.6623157974260524
45504,9.53,35.62,35.62,49.13,100.0,0.09,10.22,0.0267229254571026
21728,11.02,76.56,76.56,83.51,100.0,29.38,37.79,0.1015740058910162
1888,0.02,9.83,0.06,7.84,100.0,0.0,99.15,0.746292372881356
1920,0.01,9.59,0.06,6.33,100.0,0.0,99.13,0.3166666666666667
16960,14.91,65.88,65.88,79.94,100.0,0.0,49.63,0.2169811320754717
230368,76.9,73.57,9.34,12.37,12.5,2.81,89.31,-0.0131999426365497
192192,85.48,35.04,6.28,12.5,12.5,0.0,63.8,0.0
6656,16.63,39.32,39.32,82.86,100.0,0.0,18.72,0.0
22145,8.09,31.27,31.27,37.41,56.25,7.39,13.73,0.0
1536,0.02,9.82,0.06,5.54,100.0,0.0,99.12,0.0
2848,5.52,18.35,15.96,39.34,100.0,0.0,61.76,0.0
23615,65.55,39.02,39.02,83.09,100.0,0.0,55.74,0.6858324511256969
147840,84.22,58.72,40.31,12.25,12.5,0.16,23.67,0.1064087427723791
218529,64.44,51.28,26.27,12.41,12.5,0.7,92.28,0.0
150016,14.18,89.19,89.19,85.71,100.0,0.0,47.74,0.0
197472,9.75,91.19,91.19,87.18,100.0,0.0,35.63,0.0
197472,13.53,90.76,90.76,50.6,56.25,0.0,35.64,0.0
1472,0.01,11.49,0.04,5.58,100.0,0.0,99.54,0.0
158144,81.63,48.68,48.68,85.02,100.0,15.6,69.41,0.0
180640,67.63,61.26,61.26,86.37,100.0,11.11,50.46,0.0
147488,84.67,59.05,40.56,12.25,12.5,0.0,19.07,0.0
177120,76.06,85.92,33.46,23.38,25.0,0.0,69.62,0.0
23296,64.24,38.07,38.07,82.4,100.0,0.0,52.49,0.0
24672,63.57,37.86,37.86,81.6,100.0,0.0,52.89,0.0
84064,52.43,55.73,43.15,82.79,100.0,0.0,71.66,0.0
665856,78.6,75.41,9.14,12.41,12.5,5.1,85.53,0.0
599168,82.97,34.32,5.79,12.46,12.5,5.5,71.06,0.0
43904,12.24,50.84,50.84,52.16,56.25,7.18,10.74,0.0
1824,0.04,9.89,0.12,6.71,100.0,0.0,98.59,0.0
5248,8.06,28.84,28.84,65.99,100.0,0.0,53.28,0.0
28704,52.25,65.39,60.63,88.93,100.0,79.65,40.06,-0.1417423156553591
46080,9.45,35.32,35.32,50.51,100.0,0.09,9.79,0.00625
20512,11.0,76.2,76.2,82.79,100.0,29.35,38.27,0.1107644305772231
1888,0.02,10.08,0.06,5.03,100.0,0.0,99.17,0.288135593220339
1728,0.01,9.3,0.06,6.14,100.0,0.0,99.1,0.5740740740740741
17920,14.8,65.61,65.61,80.36,100.0,0.0,49.84,0.2125
774689,86.09,67.3,7.73,12.46,12.5,12.06,88.88,0.0285240808462062
780672,85.31,35.56,6.24,12.47,12.5,7.08,71.91,0.0
22048,8.06,31.13,31.13,36.44,56.25,7.39,11.39,0.0
1728,0.01,9.59,0.06,5.98,100.0,0.0,99.08,0.0
5952,9.62,35.48,35.48,67.97,100.0,0.0,53.33,0.0
97024,10.04,90.61,90.61,87.22,100.0,0.0,37.69,-0.0768469656992084
99488,9.89,89.03,89.03,86.3,100.0,0.0,37.16,0.0360244451592151
99424,9.91,89.28,89.28,86.67,100.0,0.0,37.15,0.0653363373028645
66048,11.7,83.18,83.18,84.52,100.0,0.0,53.1,0.0508720930232558
69184,11.76,83.73,83.73,83.92,100.0,0.0,52.15,-0.0828200942196162
68928,11.63,82.89,82.89,84.52,100.0,0.0,52.6,0.0
67744,11.58,82.26,82.26,81.38,100.0,0.0,53.1,0.0
101120,9.94,89.77,89.77,87.46,100.0,0.0,36.57,0.0
98976,10.08,90.0,90.0,87.73,100.0,23.7,35.36,0.0
68353,11.69,83.1,83.1,81.83,100.0,0.0,53.53,0.0
100224,10.0,89.39,89.39,87.17,100.0,24.47,35.94,0.0
833664,80.75,63.45,29.98,12.5,12.5,10.69,59.81,0.0
780128,85.32,35.59,6.93,12.46,12.5,7.08,69.1,0.0
51968,11.62,57.84,57.84,52.03,56.25,5.51,7.3,0.0
1824,0.05,9.1,0.14,7.78,100.0,0.0,98.03,0.0
6400,9.83,36.08,36.08,74.76,100.0,0.0,52.33,0.0
28672,51.91,65.06,60.37,90.34,100.0,79.89,39.62,-0.6621791294642857
46688,9.31,34.86,34.86,50.35,100.0,0.09,8.19,0.0116518163125428
20480,10.69,73.75,73.75,82.13,100.0,29.34,37.87,0.046875
1952,0.02,9.97,0.07,6.18,100.0,0.0,99.14,0.1147540983606557
1792,0.02,9.87,0.06,6.0,100.0,0.0,99.1,0.0714285714285714
16832,14.96,66.35,66.35,81.26,100.0,0.0,48.51,0.2585551330798479
230529,76.92,73.59,9.26,12.39,12.5,2.78,89.39,-0.0285163359355082
192384,85.57,35.07,6.3,12.51,12.5,0.0,61.62,0.0
6624,16.75,39.55,39.55,84.84,100.0,0.0,17.3,0.0
22623,7.91,30.57,30.57,34.96,56.25,7.41,13.99,0.0
1536,0.02,9.89,0.06,5.8,100.0,0.0,99.0,0.0
2720,5.51,18.34,15.96,39.91,100.0,0.0,62.97,0.0
23840,64.0,37.77,37.77,81.57,100.0,0.0,54.85,0.0912751677852349
148288,84.58,58.97,40.5,12.26,12.5,0.0,25.08,0.4800666152406635
219711,64.45,51.27,26.28,12.46,12.5,0.77,93.05,0.0
149984,14.06,88.56,88.56,86.12,100.0,0.0,47.55,0.0
197664,9.74,91.12,91.12,87.25,100.0,0.0,35.79,0.0
196672,13.53,90.71,90.71,50.5,56.25,0.0,35.49,0.0
1664,0.01,11.17,0.04,5.11,100.0,0.0,99.45,0.0
158368,81.78,48.78,48.78,85.04,100.0,15.61,69.55,0.0
181344,67.45,61.07,61.07,86.25,100.0,11.11,50.37,0.0
147744,84.56,58.98,40.48,12.27,12.5,0.04,19.01,0.0
176543,75.71,85.51,33.28,23.38,25.0,0.0,69.88,0.0
23457,64.41,38.09,38.09,82.67,100.0,0.0,52.04,0.0
25183,64.51,38.39,38.39,82.34,100.0,0.0,54.76,0.0
81473,52.41,55.33,43.13,81.83,100.0,0.0,72.12,0.0
665888,78.56,75.37,9.09,12.44,12.5,7.36,85.6,0.0
599264,82.97,34.33,5.8,12.48,12.5,5.5,69.57,0.0
42720,11.81,49.06,49.06,49.98,56.25,7.18,10.52,0.0
1728,0.04,9.5,0.12,5.56,100.0,0.0,98.6,0.0
5312,8.8,31.46,31.46,67.35,100.0,0.0,53.71,0.0
26944,52.04,65.21,60.75,89.33,100.0,79.81,40.14,1.058194774346793
45824,9.43,35.26,35.26,51.12,100.0,0.09,9.15,0.020949720670391
20640,10.85,75.43,75.43,79.17,100.0,29.53,38.05,0.1147286821705426
1856,0.02,9.66,0.06,6.48,100.0,0.0,99.15,0.1379310344827586
1856,0.01,9.62,0.06,7.63,100.0,0.0,98.89,-0.0344827586206896
16864,14.7,64.77,64.77,79.69,100.0,0.0,50.0,0.2163187855787476
775009,86.12,67.33,7.72,12.45,12.5,12.2,89.26,0.0160399863077065
781440,85.21,35.52,6.17,12.47,12.5,7.08,71.9,0.0
21344,8.04,31.05,31.05,34.95,56.25,7.38,12.01,0.0
1600,0.02,10.01,0.07,5.22,100.0,0.0,99.15,0.0
6016,9.64,35.37,35.37,70.35,100.0,0.0,52.9,0.0
96800,9.96,89.57,89.57,87.31,100.0,0.0,38.13,0.0715230224321133
99872,10.06,90.64,90.64,86.23,100.0,0.0,37.08,0.0362063441204742
99648,10.05,90.63,90.63,87.14,100.0,0.0,36.99,0.0552344251766217
67584,11.66,83.22,83.22,83.76,100.0,0.0,52.62,0.0265151515151515
67136,11.71,83.51,83.51,84.87,100.0,0.0,51.94,0.0744293788759418
69280,11.61,82.49,82.49,82.98,100.0,0.0,52.69,0.0
69248,11.81,83.96,83.96,83.62,100.0,0.0,53.11,0.0
100608,9.9,89.43,89.43,85.76,100.0,0.0,36.69,0.0
98784,10.06,89.8,89.8,86.64,100.0,23.23,35.42,0.0
66816,11.81,83.83,83.83,83.96,100.0,0.0,53.16,0.0
99968,10.02,89.45,89.45,86.82,100.0,24.45,35.67,0.0
832993,80.55,63.28,30.82,12.48,12.5,10.39,59.43,0.0
780064,85.21,35.55,6.96,12.47,12.5,7.08,69.51,0.0
50848,11.73,58.29,58.29,51.54,56.25,5.53,7.02,0.0
1792,0.05,10.0,0.15,7.11,100.0,0.0,98.18,0.0
6400,9.52,34.94,34.94,71.96,100.0,0.0,52.44,0.0
28384,52.46,65.69,61.15,89.23,100.0,79.85,39.97,-0.1241544532130778
45440,9.43,35.24,35.24,49.57,100.0,0.09,9.7,0.0218309859154929
20512,10.87,75.61,75.61,81.89,100.0,29.47,38.34,0.0873634945397816
2048,0.01,9.32,0.06,5.1,100.0,0.0,99.21,0.125
1760,0.01,9.38,0.06,6.2,100.0,0.0,99.11,0.0545454545454545
17217,14.34,62.63,62.63,79.56,100.0,0.0,49.6,0.2917465295928443
230175,77.05,73.72,9.38,12.36,12.5,2.54,87.64,-0.0050256251954044
192224,85.51,35.05,6.29,12.51,12.5,0.0,61.46,0.0
6592,17.13,40.37,40.37,84.55,100.0,0.0,19.19,0.0
22689,8.0,30.99,30.99,35.87,56.25,7.38,13.32,0.0
1568,0.02,9.83,0.06,7.71,100.0,0.0,99.26,0.0
2720,5.4,18.11,15.65,39.25,100.0,0.0,62.0,0.0
23552,64.73,38.69,38.69,83.02,100.0,0.0,55.79,0.3601420056100981
147264,84.54,58.94,40.47,12.27,12.5,0.0,24.71,0.3975341087579177
219296,64.28,51.16,26.22,12.44,12.5,0.9,93.0,0.0
150656,14.15,89.11,89.11,86.77,100.0,0.0,47.53,0.0
197344,9.77,91.43,91.43,87.33,100.0,0.0,35.68,0.0
196864,13.54,90.69,90.69,50.87,56.25,0.0,35.48,0.0
1472,0.01,11.2,0.04,5.63,100.0,0.0,99.56,0.0
157376,81.63,48.72,48.72,84.78,100.0,15.59,69.43,0.0
181280,67.6,61.23,61.23,85.97,100.0,11.11,50.68,0.0
148128,84.65,59.05,40.55,12.31,12.5,0.0,19.53,0.0
176833,76.11,85.96,33.43,23.39,25.0,0.0,69.57,0.0
24031,63.49,37.4,37.4,82.84,100.0,0.0,52.11,0.0
24801,64.93,38.37,38.37,82.36,100.0,0.0,53.56,0.0
83167,51.7,55.57,42.53,82.23,100.0,0.0,70.17,0.0
665889,78.53,75.34,9.11,12.42,12.5,3.41,84.84,0.0
598592,83.03,34.34,5.8,12.48,12.5,5.5,68.68,0.0
42656,12.64,52.2,52.2,49.81,56.25,7.09,10.77,0.0
1728,0.04,9.78,0.12,6.18,100.0,0.0,98.56,0.0
5184,8.41,30.13,30.13,59.83,100.0,0.0,54.67,0.0
27392,52.48,65.66,61.13,86.96,100.0,79.93,41.04,0.7286214953271027
46304,9.4,35.15,35.15,49.23,100.0,0.09,9.14,-0.0062197650310988
20672,11.02,76.36,76.36,80.59,100.0,29.46,37.73,0.0959752321981424
1952,0.02,9.83,0.06,6.47,100.0,0.0,99.03,0.7377049180327869
1728,0.01,9.55,0.06,4.83,100.0,0.0,99.06,0.0925925925925925
16640,15.02,65.84,65.84,79.51,100.0,0.0,51.2,0.3385216346153846
775425,85.96,67.21,7.72,12.46,12.5,11.47,90.18,-0.008209441761224
780608,85.3,35.55,6.13,12.46,12.5,7.08,73.98,0.0
21760,7.95,30.75,30.75,35.06,56.25,7.4,11.92,0.0
1472,0.02,9.86,0.06,6.0,100.0,0.0,99.15,0.0
5952,9.74,35.85,35.85,68.52,100.0,0.0,53.55,0.0
96352,9.89,89.05,89.05,87.73,100.0,0.0,38.07,0.2181132947309142
100512,9.83,88.58,88.58,87.02,100.0,0.0,37.03,0.0391595033428844
99776,9.91,89.23,89.23,87.62,100.0,0.0,37.48,0.0711994868505452
67808,11.55,82.19,82.19,83.27,100.0,0.0,52.43,-0.0009578678413857
69152,11.5,82.0,82.0,82.33,100.0,0.0,52.04,0.0
67488,11.64,82.67,82.67,84.33,100.0,0.0,52.08,0.0
69184,11.6,82.33,82.33,84.35,100.0,0.0,52.88,0.0
100832,9.89,89.11,89.11,86.54,100.0,0.0,36.66,0.0
98848,9.98,89.22,89.22,86.8,100.0,22.08,35.12,0.0
68641,11.65,82.93,82.93,81.94,100.0,0.0,53.09,0.0
100096,9.99,89.27,89.27,88.46,100.0,23.4,35.52,0.0
830752,80.92,63.58,30.56,12.49,12.5,10.23,60.14,0.0
781088,85.37,35.59,6.85,12.47,12.5,7.08,70.43,0.0
51617,11.75,58.52,58.52,51.47,56.25,5.44,7.37,0.0
1664,0.05,9.83,0.15,6.18,100.0,0.0,98.31,0.0
6431,9.85,36.25,36.25,67.71,100.0,0.0,52.68,0.0
28192,53.21,66.58,61.76,89.53,100.0,79.73,39.88,-0.2344226058904355
45376,9.35,35.06,35.06,50.02,100.0,0.09,8.64,0.0133991537376586
20865,10.8,74.95,74.95,81.24,100.0,29.3,37.56,0.0183560987299305
1920,0.01,9.54,0.06,5.69,100.0,0.0,99.15,0.1666666666666667
1664,0.02,10.09,0.07,6.13,100.0,0.0,99.12,0.1538461538461539
16896,14.52,62.42,62.42,80.81,100.0,0.0,49.69,0.3352272727272727
229793,77.01,73.67,9.24,12.39,12.5,2.8,87.76,-0.0099143311695265
192320,85.54,35.06,6.29,12.48,12.5,0.0,65.16,0.0
6656,17.0,40.12,40.12,82.22,100.0,0.0,18.9,0.0
22463,7.93,30.65,30.65,35.94,56.25,7.4,13.63,0.0
1664,0.01,9.17,0.06,5.23,100.0,0.0,99.08,0.0
2688,5.43,18.25,15.78,39.81,100.0,0.0,62.21,0.0
24000,64.56,37.93,37.93,82.23,100.0,0.0,55.85,0.0589803921568627
147616,84.47,58.89,40.43,12.23,12.5,0.0,24.37,0.4761828362927615
220480,64.45,51.32,26.27,12.44,12.5,0.93,92.44,0.0
150624,14.07,88.67,88.67,86.16,100.0,0.0,47.39,0.0
197600,9.78,91.62,91.62,87.63,100.0,0.0,35.55,0.0
197024,13.52,90.65,90.65,51.2,56.25,0.0,35.48,0.0
1664,0.01,10.85,0.03,5.78,100.0,0.0,99.56,0.0
158208,81.37,48.57,48.57,84.72,100.0,15.59,69.55,0.0
180768,67.4,61.07,61.07,86.0,100.0,11.11,50.44,0.0
148257,84.63,59.04,40.5,12.27,12.5,0.0,18.92,0.0
176703,76.03,85.86,33.39,23.39,25.0,0.0,69.61,0.0
23681,64.58,38.0,38.0,81.9,100.0,0.0,53.32,0.0
24639,63.79,38.17,38.17,81.66,100.0,0.0,53.72,0.0
82849,52.81,55.97,43.4,82.84,100.0,0.0,71.9,0.0
666048,78.57,75.36,9.14,12.42,12.5,4.7,83.46,0.0
600000,82.93,34.3,5.77,12.47,12.5,5.5,69.54,0.0
44832,12.25,50.84,50.84,51.46,56.25,7.19,10.73,0.0
1696,0.04,9.69,0.12,6.22,100.0,0.0,98.4,0.0
5248,8.89,31.82,31.75,65.61,100.0,0.0,54.72,0.0
28224,51.96,65.09,60.56,90.3,100.0,79.42,40.39,0.0442593038687395
45696,9.57,35.79,35.79,49.38,100.0,0.09,7.74,0.0140056022408963
20384,11.0,76.3,76.3,83.07,100.0,29.47,38.38,0.1710655416012559
1856,0.01,9.1,0.06,6.3,100.0,0.0,99.16,0.0517241379310344
2112,0.02,9.9,0.06,6.89,100.0,0.0,99.1,-0.0909090909090909
17120,14.97,65.27,65.27,80.79,100.0,0.0,49.9,0.1963200934579439
9056,10.47,54.83,54.83,35.41,56.25,12.1,21.2,0.1696113074204947
2272,8.08,23.58,0.03,50.44,100.0,0.0,99.21,-0.0004401408450704
15456,3.83,3.46,3.46,50.0,100.0,32.65,48.93,0.0
2528,6.04,20.59,18.87,50.78,100.0,0.0,59.11,0.0
1408,0.58,11.02,0.03,3.0,100.0,0.0,98.02,0.0
3968,22.09,10.94,0.41,37.5,43.75,0.0,92.09,0.0161290322580645
1792,0.14,9.12,0.18,12.92,100.0,50.0,97.49,0.0178571428571428
8224,0.7,3.42,0.48,18.84,18.75,8.18,88.02,-0.0038910505836575
7328,0.75,3.45,0.51,18.46,18.75,8.16,86.89,0.0087336244541484
6688,0.49,3.66,0.55,18.65,18.75,1.11,86.45,0.1293361244019139
6368,0.48,3.6,0.54,18.67,18.75,1.11,86.24,-0.0301507537688442
6496,0.5,3.74,0.56,18.22,18.75,1.11,86.31,0.0
6369,0.5,3.78,0.57,18.33,18.75,1.11,86.73,0.0
6624,0.47,3.54,0.53,17.98,18.75,1.11,86.63,0.0
6368,0.49,3.66,0.55,19.12,18.75,1.11,86.22,0.0
46720,23.71,79.87,79.87,11.84,100.0,0.0,99.69,0.0
2016,0.01,10.39,0.03,7.44,100.0,0.0,99.5,0.0
3808,0.34,5.79,0.53,2.74,62.5,3.65,89.69,0.0
1984,0.32,8.43,0.09,2.95,50.0,36.07,98.73,0.0
1728,0.01,10.1,0.03,6.07,100.0,0.0,99.58,0.0
3296,0.25,6.62,0.52,5.98,75.0,0.11,92.1,0.0
1568,0.0,8.46,0.02,1.51,50.0,0.0,99.49,0.0
2016,0.29,7.8,0.2,2.79,50.0,19.97,96.92,0.0
34880,48.4,21.35,21.35,58.45,75.0,33.95,18.2,0.0
22657,47.46,16.06,4.22,57.06,75.0,57.27,52.54,0.0
98560,11.44,85.18,85.18,83.61,100.0,0.0,55.06,0.0
